Province_Name,District_Name,Crop_Year,Season,Crop,Area,Yield
Southern,Hambantota,2002,Yala,Rice,129,141
Sabaragamuwa,Kegalle,2002,Yala,Maize,1,2
North Central,Anuradhapura,2002,Maha,Maize,25,71
Central,Nuwara Eliya,2002,Yala,Rice,93964,246742
Western,Gampaha,2003,Maha,Rice,150,181
North Central,Anuradhapura,2003,Maha,Maize,332,408
Southern,Hambantota,2003,Maha,Maize,197,513
Southern,Matara,2003,Yala,Maize,25,67
Eastern,Trincomalee,2003,Maha,Rice,109797,341697
Central,Kandy,2004,Maha,Rice,122,108
Uva,Monaragala,2004,Yala,Maize,338,436
Uva,Badulla,2004,Maha,Maize,5,25
Southern,Galle,2004,Maha,Maize,24,82
Uva,Badulla,2004,Yala,Rice,95185,137737
Northern,Mannar,2005,Yala,Rice,15,17
Eastern,Trincomalee,2005,Maha,Maize,498,701
Southern,Galle,2005,Maha,Maize,26,62
Uva,Monaragala,2005,Yala,Rice,108086,225392
Central,Matale,2006,Maha,Maize,356,470
Western,Gampaha,2006,Yala,Rice,133136,310928
North Central,Anuradhapura,2007,Yala,Maize,380,195
North Central,Anuradhapura,2007,Maha,Rice,82,58
Northern,Kilinochchi,2007,Maha,Rice,133060,318882
Sabaragamuwa,Ratnapura,2008,Maha,Maize,85,47
Central,Matale,2008,Yala,Rice,530,707
Sabaragamuwa,Kegalle,2008,Maha,Rice,135952,266528
Eastern,Trincomalee,2009,Yala,Maize,79,83
Western,Colombo,2009,Maha,Rice,703,668
Eastern,Trincomalee,2009,Yala,Rice,80977,89046
Southern,Hambantota,2010,Yala,Maize,225,252
Central,Kandy,2010,Yala,Rice,213,221
Southern,Matara,2010,Yala,Rice,94628,171037
North Western,Puttalam,2011,Yala,Maize,215,476
Uva,Monaragala,2011,Yala,Maize,24,110
North Central,Polonnaruwa,2011,Maha,Rice,110903,387340
Southern,Matara,2012,Yala,Maize,424,923
Sabaragamuwa,Kegalle,2012,Yala,Maize,35,220
North Western,Kurunegala,2012,Maha,Rice,102114,393863
North Central,Polonnaruwa,2013,Maha,Maize,383,984
Southern,Galle,2013,Yala,Maize,41,198
North Western,Puttalam,2013,Yala,Rice,115422,380460
North Western,Puttalam,2014,Yala,Maize,330,259
Central,Kandy,2014,Maha,Maize,45,191
Eastern,Trincomalee,2014,Yala,Rice,102380,281879
North Western,Puttalam,1997,Yala,Rice,21370,24893
Northern,Mannar,1997,Yala,Maize,11884,20742
Eastern,Batticaloa,1997,Yala,Maize,8169,27864
North Central,Anuradhapura,1997,Maha,Maize,7967,25248
North Central,Polonnaruwa,1997,Maha,Rice,36882,74067
North Central,Anuradhapura,1997,Yala,Banana,3608,85401
North Central,Anuradhapura,1997,Maha,Rice,70067,82310
Northern,Mannar,1998,Yala,Maize,9092,5817
Southern,Matara,1998,Yala,Maize,8051,22808
Western,Gampaha,1998,Maha,Maize,6073,24262
North Western,Puttalam,1998,Yala,Rice,44803,120495
North Central,Polonnaruwa,1998,Maha,Banana,3619,60293
Eastern,Trincomalee,1998,Maha,Rice,60879,41742
Eastern,Batticaloa,1999,Yala,Maize,18878,17509
North Western,Puttalam,1999,Maha,Rice,17168,9117
Southern,Matara,1999,Maha,Maize,7741,27364
Western,Kalutara,1999,Maha,Maize,11101,27750
Southern,Matara,1999,Maha,Rice,42647,106762
North Western,Puttalam,1999,Yala,Banana,2924,21141
Sabaragamuwa,Kegalle,2000,Yala,Rice,72621,73068
Northern,Mannar,2000,Maha,Maize,5133,9284
North Western,Kurunegala,2000,Maha,Rice,12469,12868
Uva,Monaragala,2000,Maha,Maize,9308,30623
Central,Kandy,2000,Maha,Maize,7999,21083
Central,Matale,2000,Maha,Rice,40107,74376
Southern,Galle,2000,Maha,Banana,3543,166379
North Western,Kurunegala,2001,Maha,Maize,7003,11935
North Western,Kurunegala,2001,Yala,Rice,74419,86446
Central,Nuwara Eliya,2001,Yala,Rice,39998,80525
Western,Gampaha,2001,Yala,Maize,8367,23645
Central,Matale,2001,Yala,Maize,8103,18777
North Western,Puttalam,2001,Yala,Rice,11394,9235
Western,Kalutara,2001,Maha,Banana,3362,163360
North Central,Polonnaruwa,2002,Maha,Maize,7311,15676
Uva,Monaragala,2002,Maha,Rice,11413,10710
Sabaragamuwa,Kegalle,2002,Yala,Maize,9209,21896
Northern,Vavuniya,2002,Yala,Maize,9050,15891
North Central,Anuradhapura,2002,Maha,Rice,43555,78797
Eastern,Ampara,2002,Maha,Banana,4552,120400
Central,Kandy,2002,Yala,Rice,75881,78968
Uva,Badulla,2003,Yala,Rice,11522,6698
Central,Matale,2003,Maha,Maize,9700,23350
Central,Kandy,2003,Maha,Maize,13331,31341
North Central,Polonnaruwa,2003,Maha,Maize,10402,24990
Sabaragamuwa,Ratnapura,2003,Yala,Rice,39255,65936
Western,Gampaha,2003,Maha,Banana,1391,27375
Central,Matale,2003,Maha,Rice,76062,82863
Southern,Matara,2004,Yala,Rice,11095,6285
North Western,Puttalam,2004,Yala,Maize,13194,27227
Uva,Monaragala,2004,Maha,Maize,13496,41554
Southern,Galle,2004,Yala,Maize,9822,25634
North Central,Anuradhapura,2004,Maha,Rice,39516,63239
North Central,Polonnaruwa,2004,Yala,Banana,3437,23475
Sabaragamuwa,Kegalle,2004,Maha,Rice,65993,36149
Sabaragamuwa,Ratnapura,2005,Maha,Rice,11574,7743
Western,Gampaha,2005,Yala,Maize,18941,43069
North Western,Kurunegala,2005,Maha,Maize,15753,48094
Uva,Badulla,2005,Maha,Maize,15706,32161
North Western,Puttalam,2005,Yala,Rice,36111,79751
Eastern,Batticaloa,2005,Yala,Banana,3553,48108
Sabaragamuwa,Kegalle,2005,Yala,Rice,65032,59736
Western,Gampaha,2006,Yala,Rice,9166,7342
Northern,Jaffna,2006,Yala,Maize,10681,21259
Central,Nuwara Eliya,2006,Yala,Maize,15519,48931
Central,Kandy,2006,Yala,Maize,14890,71515
Northern,Mannar,2006,Yala,Rice,33284,47014
North Western,Kurunegala,2006,Maha,Rice,64041,84543
Northern,Kilinochchi,2007,Maha,Maize,10610,21253
Western,Colombo,2007,Yala,Rice,8779,6005
Uva,Badulla,2007,Yala,Maize,15991,52003
Northern,Mullaitivu,2007,Maha,Maize,16594,59126
Western,Kalutara,2007,Yala,Rice,35272,61735
Sabaragamuwa,Kegalle,2007,Maha,Banana,5862,56979
Southern,Matara,2007,Maha,Rice,62044,21406
North Central,Anuradhapura,2008,Yala,Maize,11319,18548
North Central,Anuradhapura,2008,Maha,Rice,9546,8285
Eastern,Trincomalee,2008,Maha,Maize,16997,63569
North Western,Kurunegala,2008,Yala,Maize,18068,54992
Uva,Badulla,2008,Maha,Rice,32726,60737
Southern,Hambantota,2008,Maha,Rice,62048,75183
Southern,Matara,2009,Maha,Maize,11031,18572
Sabaragamuwa,Kegalle,2009,Maha,Rice,9617,10355
Northern,Jaffna,2009,Maha,Maize,19041,62017
North Western,Kurunegala,2009,Yala,Maize,17516,60843
Central,Matale,2009,Yala,Rice,32337,83316
Southern,Galle,2009,Maha,Rice,59594,77367
Western,Colombo,2010,Maha,Maize,10230,34885
Central,Kandy,2010,Yala,Rice,11293,12850
Eastern,Ampara,2010,Yala,Maize,24458,90079
Northern,Mannar,2010,Yala,Maize,16849,67432
Northern,Mannar,2010,Maha,Rice,28956,59206
Uva,Monaragala,2010,Yala,Rice,54686,77074
Southern,Galle,2011,Yala,Maize,12898,43239
Sabaragamuwa,Ratnapura,2011,Yala,Rice,13886,24471
North Central,Anuradhapura,2011,Maha,Maize,25043,109889
Western,Colombo,2011,Maha,Maize,21853,70885
Central,Nuwara Eliya,2011,Yala,Rice,27002,50404
Eastern,Trincomalee,2011,Maha,Rice,62759,134098
North Central,Anuradhapura,2012,Yala,Maize,11994,84806
Northern,Mannar,2012,Yala,Rice,13609,32194
Central,Kandy,2012,Maha,Maize,24879,74139
North Western,Puttalam,2012,Maha,Maize,21332,134494
Southern,Hambantota,2012,Yala,Rice,28859,86172
Eastern,Batticaloa,2012,Maha,Rice,58252,204658
North Western,Kurunegala,2013,Maha,Maize,12026,89311
Sabaragamuwa,Kegalle,2013,Maha,Rice,13686,33142
Southern,Matara,2013,Maha,Maize,24859,180178
Central,Nuwara Eliya,2013,Yala,Maize,21292,103951
Southern,Galle,2013,Yala,Rice,29028,76672
North Central,Polonnaruwa,2013,Yala,Rice,58294,172303
Uva,Monaragala,2014,Yala,Maize,12063,54963
North Central,Anuradhapura,2014,Yala,Rice,20966,56210
Sabaragamuwa,Ratnapura,2014,Maha,Maize,14582,140089
Western,Gampaha,2014,Maha,Maize,20299,110570
North Western,Kurunegala,2014,Yala,Rice,28477,69243
North Central,Anuradhapura,2014,Yala,Rice,56511,154124
Uva,Badulla,1997,Yala,Rice,6967,4272
Western,Gampaha,1997,Yala,Maize,16789,11680
North Central,Polonnaruwa,1997,Maha,Maize,27790,105102
Northern,Mullaitivu,1997,Maha,Maize,2467,3399
Uva,Monaragala,1997,Maha,Rice,302,521
North Western,Kurunegala,1997,Maha,Banana,1376,88780
Eastern,Trincomalee,1997,Maha,Rice,16316,18960
Western,Colombo,1998,Maha,Maize,14835,7373
Northern,Kilinochchi,1998,Maha,Maize,29522,109674
Eastern,Batticaloa,1998,Yala,Maize,2358,4518
Central,Kandy,1998,Yala,Rice,441,670
Uva,Monaragala,1998,Yala,Banana,1420,67720
Northern,Vavuniya,1998,Maha,Rice,20347,4533
Southern,Hambantota,1999,Maha,Maize,15520,19676
Central,Matale,1999,Yala,Rice,6720,5465
Central,Kandy,1999,Yala,Maize,32782,140241
Western,Kalutara,1999,Maha,Maize,2660,8515
Uva,Badulla,1999,Maha,Rice,917,1387
Northern,Kilinochchi,1999,Maha,Banana,1044,14084
Sabaragamuwa,Kegalle,2000,Maha,Rice,17414,8412
Northern,Jaffna,2000,Maha,Maize,11870,13046
North Central,Polonnaruwa,2000,Maha,Rice,4379,1819
Central,Kandy,2000,Yala,Maize,24577,112317
North Western,Puttalam,2000,Maha,Maize,8106,22765
Central,Nuwara Eliya,2000,Yala,Rice,3092,4484
Central,Matale,2000,Yala,Banana,428,10447
Southern,Matara,2001,Yala,Maize,12738,17981
Sabaragamuwa,Kegalle,2001,Maha,Rice,19260,8781
Eastern,Ampara,2001,Maha,Rice,1001,1670
Eastern,Ampara,2001,Yala,Maize,23532,105659
Southern,Matara,2001,Maha,Maize,7371,17664
Central,Matale,2001,Maha,Rice,8029,4368
Eastern,Trincomalee,2001,Yala,Banana,142,2150
Uva,Badulla,2002,Yala,Maize,14099,11386
Sabaragamuwa,Kegalle,2002,Yala,Rice,8408,2289
Eastern,Ampara,2002,Maha,Maize,25400,65049
Southern,Galle,2002,Maha,Maize,8948,21179
North Central,Anuradhapura,2002,Maha,Rice,1806,2626
Eastern,Trincomalee,2002,Yala,Banana,55,4414
Sabaragamuwa,Ratnapura,2002,Maha,Rice,16069,1062
Western,Colombo,2003,Maha,Rice,6549,4869
Western,Kalutara,2003,Maha,Maize,15298,21589
Uva,Badulla,2003,Yala,Maize,24745,101380
Northern,Mullaitivu,2003,Yala,Maize,9543,30586
Northern,Vavuniya,2003,Maha,Rice,1987,2664
Eastern,Trincomalee,2003,Yala,Banana,317,24574
North Western,Kurunegala,2003,Yala,Rice,15032,14635
North Central,Polonnaruwa,2004,Maha,Rice,7308,501
Southern,Galle,2004,Maha,Maize,15003,23592
North Central,Anuradhapura,2004,Yala,Maize,24559,93963
Western,Kalutara,2004,Maha,Maize,8836,19467
Eastern,Batticaloa,2004,Maha,Rice,1909,2998
Sabaragamuwa,Ratnapura,2004,Maha,Banana,344,4410
Southern,Matara,2004,Maha,Rice,11059,1657
North Central,Polonnaruwa,2005,Maha,Rice,7528,7310
Sabaragamuwa,Ratnapura,2005,Maha,Maize,15202,23911
Southern,Hambantota,2005,Maha,Maize,29868,129448
North Central,Polonnaruwa,2005,Yala,Maize,7104,14281
Uva,Badulla,2005,Maha,Rice,294,333
Western,Kalutara,2005,Maha,Banana,855,31387
Central,Matale,2005,Yala,Rice,11431,12223
Southern,Hambantota,2006,Maha,Rice,8648,7371
Western,Gampaha,2006,Maha,Maize,14828,17810
North Western,Kurunegala,2006,Maha,Maize,32400,181926
Eastern,Ampara,2006,Yala,Maize,7509,25139
Sabaragamuwa,Kegalle,2006,Maha,Rice,288,396
Southern,Matara,2006,Maha,Rice,13281,11365
Eastern,Ampara,2007,Yala,Maize,16294,21966
Eastern,Trincomalee,2007,Yala,Rice,9673,527
Central,Nuwara Eliya,2007,Maha,Maize,33411,196223
North Central,Anuradhapura,2007,Maha,Maize,6904,24725
Southern,Galle,2007,Maha,Rice,77,89
Western,Colombo,2007,Maha,Banana,719,9397
Northern,Kilinochchi,2007,Yala,Rice,15832,3532
Southern,Matara,2008,Maha,Maize,16308,15966
Southern,Matara,2008,Yala,Rice,9388,6678
Southern,Galle,2008,Maha,Maize,32130,145485
Eastern,Trincomalee,2008,Yala,Maize,5612,18138
Sabaragamuwa,Kegalle,2008,Maha,Rice,70,113
Eastern,Trincomalee,2008,Yala,Rice,14170,5434
Sabaragamuwa,Ratnapura,2009,Yala,Maize,16328,17571
Northern,Jaffna,2009,Maha,Rice,9400,6779
Eastern,Batticaloa,2009,Maha,Maize,32412,118433
Sabaragamuwa,Kegalle,2009,Maha,Maize,6765,16259
Eastern,Trincomalee,2009,Yala,Rice,74,96
North Western,Puttalam,2009,Maha,Rice,14841,2314
Eastern,Ampara,2010,Maha,Maize,16310,30374
Northern,Kilinochchi,2010,Yala,Rice,9487,7594
Northern,Vavuniya,2010,Yala,Maize,32643,149864
Sabaragamuwa,Kegalle,2010,Maha,Maize,6782,21639
Sabaragamuwa,Kegalle,2010,Yala,Rice,73,138
Northern,Vavuniya,2010,Yala,Rice,15034,5670
Northern,Jaffna,2011,Yala,Maize,16317,26335
Central,Nuwara Eliya,2011,Yala,Rice,9386,9263
Southern,Galle,2011,Yala,Maize,33708,215765
Uva,Monaragala,2011,Yala,Maize,7213,24576
Eastern,Trincomalee,2011,Maha,Rice,91,137
North Central,Polonnaruwa,2011,Maha,Rice,10968,20628
Southern,Matara,2012,Maha,Maize,17666,36185
Uva,Badulla,2012,Maha,Rice,7524,9400
Central,Matale,2012,Maha,Maize,33708,115281
North Central,Polonnaruwa,2012,Maha,Maize,7213,34835
Sabaragamuwa,Ratnapura,2012,Maha,Rice,91,209
Northern,Vavuniya,2012,Maha,Rice,12914,28515
North Western,Kurunegala,2013,Yala,Maize,17906,8020
Western,Colombo,2013,Maha,Rice,10098,6789
Northern,Mannar,2013,Maha,Maize,34158,151491
North Western,Kurunegala,2013,Yala,Maize,8092,25518
Uva,Monaragala,2013,Yala,Rice,206,477
Sabaragamuwa,Kegalle,2013,Maha,Rice,11452,15872
North Central,Anuradhapura,2014,Yala,Maize,17899,62173
Uva,Monaragala,2014,Maha,Rice,10094,9540
Northern,Mannar,2014,Yala,Maize,34162,119465
Northern,Mullaitivu,2014,Maha,Maize,8096,33196
North Central,Polonnaruwa,2014,Yala,Rice,208,427
Western,Kalutara,2014,Yala,Rice,13476,29511
North Western,Kurunegala,1997,Maha,Rice,12838,10254
Uva,Monaragala,1997,Maha,Maize,252,449
Sabaragamuwa,Ratnapura,1997,Maha,Maize,195,576
Northern,Kilinochchi,1997,Maha,Maize,318,847
Uva,Monaragala,1997,Maha,Rice,9144,20521
Western,Gampaha,1997,Yala,Banana,165,3906
Uva,Badulla,1997,Yala,Rice,75467,86418
North Central,Polonnaruwa,1998,Maha,Maize,286,246
Sabaragamuwa,Ratnapura,1998,Yala,Maize,164,406
Central,Matale,1998,Yala,Maize,342,988
North Central,Anuradhapura,1998,Maha,Rice,9147,18918
Uva,Monaragala,1998,Yala,Banana,159,2649
Central,Nuwara Eliya,1998,Maha,Rice,75297,65786
Northern,Mullaitivu,1999,Yala,Maize,245,325
Central,Nuwara Eliya,1999,Maha,Rice,8165,7408
Western,Gampaha,1999,Yala,Maize,3677,11737
Eastern,Trincomalee,1999,Yala,Maize,333,643
Western,Kalutara,1999,Maha,Rice,10291,17542
North Central,Polonnaruwa,1999,Maha,Banana,74,525
Eastern,Trincomalee,2000,Yala,Rice,82062,94270
North Central,Anuradhapura,2000,Maha,Maize,163,312
Sabaragamuwa,Ratnapura,2000,Yala,Rice,19197,20153
Southern,Hambantota,2000,Maha,Maize,217,640
Northern,Mullaitivu,2000,Maha,Maize,202,512
Northern,Kilinochchi,2000,Yala,Rice,11716,16161
Uva,Monaragala,2000,Yala,Banana,561,17935
North Western,Kurunegala,2001,Yala,Maize,202,346
North Central,Polonnaruwa,2001,Yala,Rice,76335,71635
Southern,Matara,2001,Yala,Rice,11836,21144
Southern,Hambantota,2001,Maha,Maize,510,1348
Western,Colombo,2001,Yala,Maize,177,433
Western,Kalutara,2001,Maha,Rice,7712,5563
North Western,Kurunegala,2001,Maha,Banana,570,16205
Uva,Monaragala,2002,Maha,Maize,885,1753
Central,Nuwara Eliya,2002,Maha,Rice,5944,4360
Western,Gampaha,2002,Maha,Maize,512,1195
Uva,Badulla,2002,Maha,Maize,198,418
Sabaragamuwa,Ratnapura,2002,Yala,Rice,11262,17451
Northern,Mullaitivu,2002,Yala,Banana,464,8904
Northern,Kilinochchi,2002,Maha,Rice,70170,71989
Uva,Badulla,2003,Yala,Rice,5554,4586
North Western,Puttalam,2003,Yala,Maize,173,434
Southern,Galle,2003,Yala,Maize,272,441
North Western,Kurunegala,2003,Yala,Maize,209,465
Uva,Monaragala,2003,Yala,Rice,11110,13473
North Central,Anuradhapura,2003,Maha,Banana,427,3484
Eastern,Batticaloa,2003,Yala,Rice,86029,128719
Northern,Jaffna,2004,Maha,Rice,5045,4865
Uva,Badulla,2004,Maha,Maize,161,296
Southern,Matara,2004,Yala,Maize,271,834
Eastern,Batticaloa,2004,Maha,Maize,192,533
Sabaragamuwa,Kegalle,2004,Maha,Rice,10919,15127
Western,Gampaha,2004,Yala,Banana,415,3386
North Central,Polonnaruwa,2004,Maha,Rice,86634,51261
Western,Gampaha,2005,Yala,Rice,3915,3947
Eastern,Ampara,2005,Maha,Maize,151,283
Eastern,Ampara,2005,Yala,Maize,922,2507
Western,Kalutara,2005,Yala,Maize,213,427
Southern,Galle,2005,Maha,Rice,11507,16005
Southern,Hambantota,2005,Maha,Banana,422,7516
Central,Kandy,2005,Maha,Rice,87123,77932
Sabaragamuwa,Ratnapura,2006,Maha,Rice,3127,2219
Southern,Galle,2006,Yala,Maize,441,952
Sabaragamuwa,Kegalle,2006,Yala,Maize,4064,14135
Sabaragamuwa,Ratnapura,2006,Maha,Maize,244,1230
Eastern,Trincomalee,2006,Yala,Rice,10881,14764
Sabaragamuwa,Kegalle,2006,Maha,Rice,68760,58612
North Central,Polonnaruwa,2007,Maha,Maize,411,834
Western,Kalutara,2007,Yala,Rice,3003,1986
Central,Nuwara Eliya,2007,Maha,Maize,784,2596
Uva,Monaragala,2007,Yala,Maize,221,895
North Western,Puttalam,2007,Yala,Rice,11538,9955
Central,Nuwara Eliya,2007,Yala,Banana,507,6236
North Central,Anuradhapura,2007,Yala,Rice,66305,48788
Central,Nuwara Eliya,2008,Yala,Maize,402,1014
Sabaragamuwa,Ratnapura,2008,Yala,Rice,2877,2385
Eastern,Ampara,2008,Yala,Maize,857,3420
North Western,Puttalam,2008,Maha,Maize,1550,5634
Southern,Hambantota,2008,Yala,Rice,13499,21753
Eastern,Ampara,2008,Maha,Rice,67638,67085
Sabaragamuwa,Kegalle,2009,Yala,Maize,532,1484
Sabaragamuwa,Kegalle,2009,Maha,Rice,2375,1109
North Western,Puttalam,2009,Yala,Maize,743,824
North Western,Puttalam,2009,Yala,Maize,1519,5658
Northern,Mannar,2009,Yala,Rice,12618,18956
Eastern,Trincomalee,2009,Maha,Rice,63223,35636
Southern,Galle,2010,Maha,Maize,483,1657
Central,Nuwara Eliya,2010,Yala,Rice,2356,1239
Sabaragamuwa,Ratnapura,2010,Maha,Maize,747,1312
Sabaragamuwa,Ratnapura,2010,Yala,Maize,1515,5370
Northern,Kilinochchi,2010,Maha,Rice,12618,24030
Eastern,Batticaloa,2010,Maha,Rice,63423,56438
Eastern,Trincomalee,2011,Yala,Maize,443,1072
Western,Colombo,2011,Yala,Rice,2165,2133
North Western,Kurunegala,2011,Maha,Maize,831,1244
Southern,Galle,2011,Maha,Maize,1552,5935
North Western,Puttalam,2011,Maha,Rice,12599,23704
Southern,Matara,2011,Yala,Rice,64174,142553
North Central,Anuradhapura,2012,Maha,Maize,373,2816
Uva,Badulla,2012,Yala,Rice,1955,898
Southern,Matara,2012,Maha,Maize,915,2727
North Western,Kurunegala,2012,Maha,Maize,1652,7050
Sabaragamuwa,Kegalle,2012,Yala,Rice,12896,28017
North Western,Kurunegala,2012,Yala,Rice,68045,85570
Southern,Hambantota,2013,Yala,Maize,349,1406
Eastern,Ampara,2013,Maha,Rice,1797,4422
North Western,Kurunegala,2013,Maha,Maize,981,5902
Northern,Kilinochchi,2013,Maha,Maize,1708,8013
Western,Gampaha,2013,Yala,Rice,13122,32701
Sabaragamuwa,Ratnapura,2013,Yala,Rice,69208,170130
Northern,Mannar,2014,Yala,Maize,337,654
Southern,Matara,2014,Maha,Rice,1771,2787
North Central,Polonnaruwa,2014,Maha,Maize,995,1805
Northern,Mannar,2014,Maha,Maize,1701,7006
Uva,Monaragala,2014,Yala,Rice,13010,34113
North Central,Anuradhapura,2014,Maha,Rice,62836,184220
Central,Matale,1997,Yala,Maize,20,76
Sabaragamuwa,Kegalle,1997,Maha,Maize,32,33
Central,Kandy,1997,Yala,Rice,31361,38025
North Western,Puttalam,1998,Maha,Maize,3049,2515
Southern,Galle,1998,Maha,Rice,35725,27522
Sabaragamuwa,Kegalle,1999,Yala,Maize,4043,4151
Eastern,Trincomalee,1999,Yala,Maize,5,18
North Central,Polonnaruwa,1999,Yala,Maize,45,171
Eastern,Ampara,2000,Yala,Rice,31295,47188
Central,Nuwara Eliya,2000,Maha,Maize,3849,7550
Northern,Kilinochchi,2000,Yala,Maize,80,204
Northern,Mannar,2001,Maha,Maize,3455,6996
Southern,Galle,2001,Maha,Rice,29093,41233
Central,Kandy,2001,Maha,Maize,78,161
Western,Kalutara,2002,Yala,Maize,4444,8921
Sabaragamuwa,Ratnapura,2002,Yala,Rice,143,79
North Central,Anuradhapura,2002,Yala,Maize,122,275
Northern,Mullaitivu,2002,Yala,Maize,112,221
Northern,Jaffna,2002,Yala,Rice,33330,48018
Eastern,Batticaloa,2003,Yala,Maize,5205,8495
Eastern,Batticaloa,2003,Yala,Maize,475,1560
North Western,Puttalam,2003,Yala,Maize,48,174
Western,Colombo,2003,Maha,Rice,30314,42299
Eastern,Ampara,2004,Maha,Maize,7075,8288
Eastern,Trincomalee,2004,Yala,Maize,841,2657
Sabaragamuwa,Ratnapura,2004,Maha,Maize,46,103
Eastern,Ampara,2004,Yala,Rice,28204,15913
North Central,Polonnaruwa,2005,Yala,Maize,9473,11624
Sabaragamuwa,Ratnapura,2005,Yala,Maize,541,2137
North Western,Kurunegala,2005,Maha,Rice,31615,26340
Central,Matale,2006,Yala,Maize,7601,9496
Sabaragamuwa,Kegalle,2006,Maha,Maize,541,2673
Central,Nuwara Eliya,2006,Maha,Maize,10,34
Northern,Mannar,2006,Yala,Rice,24520,56289
North Western,Puttalam,2007,Maha,Maize,6007,3655
North Western,Puttalam,2007,Maha,Maize,486,2450
Sabaragamuwa,Kegalle,2007,Yala,Maize,4,11
Uva,Monaragala,2007,Yala,Rice,37238,115589
North Western,Puttalam,2008,Yala,Maize,4619,3142
Central,Kandy,2008,Yala,Maize,486,1827
North Western,Puttalam,2008,Yala,Rice,39639,80603
Northern,Mullaitivu,2009,Maha,Maize,3969,4512
North Central,Anuradhapura,2009,Maha,Maize,490,1280
Uva,Monaragala,2009,Maha,Maize,6,8
Southern,Matara,2009,Maha,Rice,36454,51519
North Western,Kurunegala,2010,Maha,Maize,2709,5078
Eastern,Trincomalee,2010,Yala,Maize,5,11
Sabaragamuwa,Ratnapura,2010,Maha,Rice,3483,1545
Sabaragamuwa,Kegalle,2011,Yala,Maize,7663,24878
Sabaragamuwa,Kegalle,2011,Maha,Rice,17115,32877
Western,Kalutara,2012,Maha,Maize,6186,5520
Uva,Badulla,2012,Maha,Maize,37,232
Uva,Monaragala,2012,Yala,Rice,13525,47383
Central,Nuwara Eliya,2013,Maha,Maize,4703,9674
North Western,Puttalam,2013,Yala,Rice,15654,33472
Southern,Galle,2014,Maha,Maize,5106,11620
Sabaragamuwa,Ratnapura,2014,Maha,Rice,15866,58519
North Western,Kurunegala,1997,Yala,Rice,18452,26003
Uva,Monaragala,1997,Yala,Maize,6783,19207
Northern,Jaffna,1997,Maha,Maize,14658,42332
Sabaragamuwa,Ratnapura,1997,Maha,Maize,16361,40492
North Western,Kurunegala,1997,Maha,Rice,7162,15213
Uva,Monaragala,1997,Maha,Banana,324,5965
North Central,Anuradhapura,1997,Yala,Rice,58064,100533
Uva,Monaragala,1998,Maha,Maize,6349,7672
Eastern,Trincomalee,1998,Yala,Maize,10342,30757
Western,Gampaha,1998,Yala,Maize,24638,91273
Western,Kalutara,1998,Maha,Rice,2906,5193
Sabaragamuwa,Kegalle,1998,Yala,Banana,490,3655
North Central,Anuradhapura,1998,Maha,Rice,66359,82864
North Central,Polonnaruwa,1999,Maha,Maize,5990,19571
Sabaragamuwa,Kegalle,1999,Yala,Rice,18823,22287
North Western,Kurunegala,1999,Yala,Maize,10439,29354
Sabaragamuwa,Kegalle,1999,Maha,Maize,16678,50331
Southern,Hambantota,1999,Maha,Rice,2046,3935
Southern,Matara,1999,Yala,Banana,407,1783
Western,Kalutara,2000,Yala,Rice,64176,82545
Uva,Monaragala,2000,Yala,Maize,9613,24471
Sabaragamuwa,Ratnapura,2000,Maha,Rice,20343,27435
Sabaragamuwa,Ratnapura,2000,Maha,Maize,12251,57825
North Western,Kurunegala,2000,Yala,Maize,22545,89149
Central,Kandy,2000,Maha,Rice,551,822
Western,Gampaha,2000,Maha,Banana,327,13855
Western,Kalutara,2001,Yala,Maize,6404,8492
Western,Colombo,2001,Yala,Rice,67682,74326
Uva,Monaragala,2001,Yala,Rice,1388,2035
Northern,Jaffna,2001,Maha,Maize,12789,52614
Central,Kandy,2001,Maha,Maize,19568,58528
Uva,Monaragala,2001,Yala,Rice,20395,19326
Southern,Matara,2001,Maha,Banana,436,5768
North Western,Kurunegala,2002,Maha,Maize,7303,19313
Southern,Galle,2002,Yala,Rice,18530,25397
North Central,Polonnaruwa,2002,Yala,Maize,13208,59344
Western,Gampaha,2002,Maha,Maize,15783,63342
Eastern,Trincomalee,2002,Maha,Rice,1084,1713
